OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
1,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.946620305,122.228496837
2,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,2,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.947076952,122.230566019
3,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,3,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.94725533,122.231094017
4,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,4,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.947333816,122.231393692
5,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,5,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.947369491,122.231671961
6,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,6,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.9475050579999,122.232157148
7,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,7,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.9475978149999,122.232499634
8,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,8,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.949267431,122.236566646
9,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,9,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.9487965129999,122.236702214
10,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,10,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.953933793,122.233191739
11,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,11,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.953712604,122.232349796
12,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,12,Broome International,Operational,BME,,Broome,Western Australia,4,20121001,,-17.953584172,122.232021581
13,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,13,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2299991639999,142.082681055
14,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,14,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2307724889999,142.083430585
15,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,15,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.230391776,142.083430585
16,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,16,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2314149439999,142.085357949
17,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,17,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.233901481,142.087047366
18,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,18,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.233877686,142.086738036
19,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,19,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.233627842,142.086321631
20,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,20,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2333066149999,142.086559577
21,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,21,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2329259009999,142.086119376
22,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,22,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232854518,142.086274041
23,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,23,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2328069279999,142.086440604
24,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,24,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2327474419999,142.08663096
25,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,25,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232687955,142.086821317
26,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,26,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232616572,142.08698788
27,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,27,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232319139,142.086821317
28,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,28,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2323667279999,142.08663096
29,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,29,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232438112,142.086476296
30,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,30,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232509496,142.086309733
31,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,31,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.2325570849999,142.086107479
32,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,32,Mildura,Operational,MQL,,Mildura,New South Wales,4,20121001,,-34.232616572,142.085964711
33,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,33,Mount Gambier,Operational,MGB,,Mount Gambier,South Australia,4,20121001,,-37.7432652689999,140.784939593
34,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,34,Mount Gambier,Operational,MGB,,Mount Gambier,South Australia,4,20121001,,-37.744007687,140.78397595
35,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,35,Mount Gambier,Operational,MGB,,Mount Gambier,South Australia,4,20121001,,-37.7442514099999,140.784212174
36,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,36,Mount Gambier,Operational,MGB,,Mount Gambier,South Australia,4,20121001,,-37.74520261,140.782105488
37,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,37,Mount Gambier,Operational,MGB,,Mount Gambier,South Australia,4,20121001,,-37.7448409319999,140.782172113
38,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,38,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.0853262969999,150.849783732
39,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,39,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.084945583,150.84930784
40,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,40,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.084731432,150.84776119
41,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,41,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.085421476,150.847642217
42,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,42,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.0862780809999,150.847570833
43,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,43,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.0866112059999,150.847428066
44,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,44,Tamworth,Operational,TMW,,Tamworth,New South Wales,4,20121001,,-31.087206071,150.847356682
45,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,45,Cobar,Operational,CAZ,,Cobar,New South Wales,4,20121001,,-31.53719603,145.797982354
46,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,46,Cobar,Operational,CAZ,,Cobar,New South Wales,4,20121001,,-31.5369759289999,145.798273838
47,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,47,Cobar,Operational,CAZ,,Cobar,New South Wales,4,20121001,,-31.536853982,145.798514759
48,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,48,Cooma-Snowy Mountains,Operational,OOM,,Cooma,New South Wales,4,20121001,,-36.2935694889999,148.970711631
49,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,49,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.936092834,138.53023261
50,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,50,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.937015054,138.531247632
51,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,51,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.937321223,138.530821377
52,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,52,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.937556941,138.531856999
53,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,53,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.9371538299999,138.53244256
54,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,54,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.9369041579999,138.53283236
55,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,55,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.936472438,138.533418769
56,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,56,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.9361519569999,138.533845438
57,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,57,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.935733124,138.534361939
58,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,58,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.9382464089999,138.534095516
59,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,59,Adelaide,Operational,ADL,,Adelaide Airport,South Australia,4,20121001,,-34.939253036,138.533630903
60,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,60,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.0732422209999,146.951005379
61,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,61,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.073571837,146.95259065
62,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,62,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.072564325,146.952543217
63,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,63,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.073635753,146.952128098
64,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,64,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.071208245,146.953281934
65,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,65,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.0709182849999,146.954180362
66,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,66,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.071730262,146.953817551
67,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,67,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.0716745559999,146.953295631
68,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,68,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.0720980139999,146.954168936
69,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,69,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.0724683189999,146.954117854
70,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,70,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.072697268,146.953272317
71,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,71,Albury,Operational,ABX,,Albury,New South Wales,4,20121001,,-36.072765778,146.953888689
72,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,72,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.799211176,133.89740805
73,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,73,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.79933073,133.897664813
74,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,74,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.7995510109999,133.89806235
75,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,75,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.799830394,133.89857368
76,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,76,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.800066124,133.899014259
77,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,77,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.8034080919999,133.903176206
78,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,78,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.8036451629999,133.90364599
79,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,79,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.803552666,133.904265428
80,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,80,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.8036842889999,133.904492293
81,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,81,Alice Springs,Operational,ASP,,Alice Springs,Queensland,4,20121001,,-23.803936805,133.905005123
82,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,82,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.836957879,153.553628851
83,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,83,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.8371263559999,153.553692248
84,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,84,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.837279501,153.553818038
85,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,85,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.837496599,153.553865946
86,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,86,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.8376407659999,153.553937089
87,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,87,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.836551625,153.554334389
88,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,88,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.836738748,153.554400061
89,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,89,Ballina,Operational,BNK,,Ballina,New South Wales,4,20121001,,-28.837102015,153.554497935
90,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,90,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.914542673,150.9868713
91,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,91,Sydney Metro Bankstown,Operational,BWU,,Bangstown Aerodrome,New South Wales,4,20121001,,-33.9147516159999,150.987235264
92,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,92,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9148796769999,150.987423986
93,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,93,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916180512,150.986311873
94,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,94,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9157558869999,150.987444206
95,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,95,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9163422739999,150.987585748
96,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,96,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916591656,150.987140903
97,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,97,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916982581,150.988017113
98,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,98,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9166388369999,150.988596759
99,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,99,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916564696,150.988974203
100,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,100,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916450115,150.989338168
101,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,101,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9163220529999,150.989715612
102,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,102,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916234432,150.990012175
103,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,103,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9153717029999,150.990301998
104,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,104,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9153245219999,150.990052616
105,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,105,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.915728927,150.989304467
106,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,106,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.915870468,150.988785481
107,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,107,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917002801,150.996256855
108,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,108,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9169421399999,150.995859191
109,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,109,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916861259,150.995522187
110,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,110,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916672537,150.995279544
111,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,111,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916537736,150.995111043
112,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,112,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916423155,150.99488862
113,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,113,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916261393,150.994578577
114,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,114,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9163490139999,150.997699232
115,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,115,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916996061,150.997449849
116,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,116,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9185625059999,150.997178192
117,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,117,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.918134203,150.997085393
118,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,118,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917720177,150.995964667
119,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,119,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917598824,150.995736239
120,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,120,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917463195,150.995493534
121,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,121,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.91726332,150.995229414
122,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,122,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917134829,150.994886771
123,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,123,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9169492309999,150.994479883
124,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,124,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916713665,150.99405158
125,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,125,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.916492375,150.993694661
126,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,126,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9166922489999,150.992823778
127,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,127,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9176844849999,150.993252081
128,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,128,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.918405461,150.994544129
129,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,129,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9184625679999,150.995015262
130,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,130,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9209607349999,150.996521843
131,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,131,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920586638,150.99658292
132,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,132,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920223993,150.996850132
133,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,133,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920162916,150.996514208
134,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,134,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.919491068,150.996800507
135,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,135,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.919685751,150.992168192
136,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,136,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9191742309999,150.992130019
137,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,137,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.918971913,150.992801867
138,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,138,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.91946053,150.993027089
139,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,139,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.918765778,150.99359396
140,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,140,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.919227673,150.993769557
141,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,141,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917677843,150.990391231
142,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,142,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917841987,150.990982915
143,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,143,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.918109199,150.991135608
144,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,144,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.917826718,150.989833903
145,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,145,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9170556199999,150.989291844
146,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,146,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920724605,150.98136009
147,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,147,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920568365,150.981008551
148,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,148,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920299287,150.980622293
149,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,149,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.920060588,150.980466054
150,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,150,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9213278619999,150.981932967
151,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,151,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.922213218,150.981945987
152,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,152,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.923437092,150.982028447
153,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,153,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.923168013,150.982011087
154,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,154,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9244266069999,150.981985047
155,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,155,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9247694659999,150.981919947
156,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,156,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9274689329999,150.984447985
157,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,157,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.925498627,150.998245598
158,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,158,Sydney Metro Bankstown,Operational,BWU,,Bankstown Aerodrome,New South Wales,4,20121001,,-33.9252963719999,150.998376469
