OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
861,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,861,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.4017994289999,130.87555242
862,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,862,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.402103224,130.875704318
863,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,863,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.4035149809999,130.875436263
864,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,864,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.403550722,130.873693905
865,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,865,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.404354887,130.873497331
866,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,866,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.404408498,130.874042377
867,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,867,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.4043638219999,130.874435524
868,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,868,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.404345952,130.874891218
869,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,869,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.404301276,130.875203949
870,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,870,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.404372757,130.87553455
871,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,871,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.40558794,130.876499548
872,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,872,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.410434375,130.884021173
873,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,873,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.4110777069999,130.88574566
874,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,874,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.41122067,130.886299641
875,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,875,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.411336827,130.886576631
876,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,876,Darwin International,Operational,DRW,,Darwin,Queensland,4,20121001,,-12.410193126,130.883208072
877,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,877,Coober Pedy,Operational,CPD,,Coober Pedy,South Australia,4,20121001,,-29.034835673,134.723852761
878,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,878,Charleville,Operational,CTL,,Charleville,Queensland,4,20121001,,-26.4127094469999,146.257934807
879,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,879,Derby,Operational,DRB,,Derby,Western Australia,4,20121001,,-17.369296262,123.663534821
880,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,880,Derby,Operational,DRB,,Derby,Western Australia,4,20121001,,-17.3690940079999,123.663915534
881,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,881,Derby,Operational,DRB,,Derby,Western Australia,4,20121001,,-17.368856062,123.664284351
882,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,882,Derby,Operational,DRB,,Derby,Western Australia,4,20121001,,-17.36846345,123.664897062
883,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,883,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.173273348,146.43030907
884,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,884,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.172580925,146.429895044
885,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,885,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.1721526219999,146.429702308
886,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,886,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.1716386589999,146.429845075
887,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,887,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.1716529359999,146.429259728
888,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,888,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.1716172439999,146.428874255
889,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,889,Devonport,Operational,DPO,,Devonport,Tasmania,4,20121001,,-41.172623756,146.425933241
890,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,890,Emerald,Operational,EMD,,Emerald,Queensland,4,20121001,,-23.5671111469999,148.173896354
891,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,891,Emerald,Operational,EMD,,Emerald,Queensland,4,20121001,,-23.567162665,148.173782278
892,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,892,Emerald,Operational,EMD,,Emerald,Queensland,4,20121001,,-23.567221543,148.173664523
893,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,893,Emerald,Operational,EMD,,Emerald,Queensland,4,20121001,,-23.5676226479999,148.174142905
894,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,894,Emerald,Operational,EMD,,Emerald,Queensland,4,20121001,,-23.568071591,148.174639687
895,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,895,Esperance,Operational,EPR,,Esperance,Western Australia,4,20121001,,-33.681863098,121.829484386
896,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,896,Esperance,Operational,EPR,,Esperance,Western Australia,4,20121001,,-33.6812503859999,121.829145312
897,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,897,Esperance,Operational,EPR,,Esperance,Western Australia,4,20121001,,-33.681506178,121.829026339
898,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,898,Esperance,Operational,EPR,,Esperance,Western Australia,4,20121001,,-33.68176197,121.828931161
899,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,899,Esperance,Operational,EPR,,Esperance,Western Australia,4,20121001,,-33.6822319139999,121.828675369
900,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,900,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7931681109999,114.701725617
901,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,901,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.794043753,114.703210401
902,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,902,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.792506621,114.701273519
903,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,903,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7928111919999,114.701059368
904,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,904,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7928873349999,114.700626306
905,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,905,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.791883202,114.699719731
906,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,906,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790688713,114.699405643
907,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,907,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790750579,114.699262875
908,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,908,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7908457569999,114.699082036
909,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,909,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790645882,114.698820295
910,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,910,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7905411859999,114.699010652
911,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,911,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790441249,114.699205768
912,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,912,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790407936,114.698658492
913,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,913,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.790322276,114.698801259
914,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,914,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7902175789999,114.699001134
915,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,915,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7911170159999,114.699210527
916,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,916,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.791059909,114.699305705
917,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,917,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.791002802,114.699410401
918,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,918,Geraldton,Operational,GET,,Geraldton,Western Australia,4,20121001,,-28.7909504529999,114.699519857
919,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,919,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.258163517,146.054283699
920,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,920,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2580284919999,146.055797912
921,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,921,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2576909279999,146.05695045
922,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,922,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2576282379999,146.057167455
923,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,923,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.257531791,146.057466439
924,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,924,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.258327476,146.057649688
925,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,925,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.25829372,146.057085475
926,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,926,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2579465119999,146.057345881
927,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,927,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.257840421,146.057562886
928,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,928,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2575366139999,146.058122277
929,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,929,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2572858519999,146.05810781
930,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,930,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.258076715,146.058520119
931,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,931,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.257334076,146.060053622
932,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,932,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.256929,146.061088012
933,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,933,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.256789152,146.061430398
934,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,934,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.256673416,146.061729383
935,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,935,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.25662037,146.061874053
936,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,936,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.257035091,146.060813139
937,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,937,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.256499812,146.062132048
938,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,938,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.256128492,146.059308571
939,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,939,Griffith,Operational,GFF,,Griffith,New South Wales,4,20121001,,-34.2571701159999,146.058650322
940,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,940,Horn Island,Operational,HID,,Horn Island,Queensland,4,20121001,,-10.589442896,142.294549164
941,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,941,Horn Island,Operational,HID,,Horn Island,Queensland,4,20121001,,-10.5888881939999,142.294131428
942,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,942,Horn Island,Operational,HID,,Horn Island,Queensland,4,20121001,,-10.5902337749999,142.293625417
943,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,943,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.669993709,142.16951947
944,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,944,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.670335757,142.169593828
945,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,945,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.670936571,142.170608073
946,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,946,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671162619,142.170575356
947,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,947,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.67140354,142.170575356
948,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,948,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671448155,142.170215462
949,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,949,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.6714184109999,142.169790134
950,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,950,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671406514,142.169561111
951,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,951,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671415437,142.1693886
952,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,952,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672013277,142.170599151
953,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,953,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672164967,142.170581305
954,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,954,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672004354,142.170411768
955,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,955,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671998405,142.170197616
956,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,956,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671977585,142.169998337
957,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,957,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.6719924559999,142.169766339
958,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,958,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672185788,142.169769313
959,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,959,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671647435,142.168967733
960,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,960,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.6722928629999,142.169045065
961,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,961,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.671796151,142.168964758
962,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,962,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672502256,142.16902246
963,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,963,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.6727092689999,142.169040306
964,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,964,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.672773515,142.170555428
965,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,965,Horsham,Operational,HSM,,Horsham,Victoria,4,20121001,,-36.670003822,142.168931446
966,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,966,Hughenden,Operational,HGD,,Hughenden,Queensland,4,20121001,,-20.816634759,144.226505787
967,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,967,Julia Creek,Operational,JCK,,Julia Creek,Queensland,4,20121001,,-20.6670000849999,141.72323789
968,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,968,Horn Island,Operational,HID,,Horn Island,Queensland,4,20121001,,-10.589666719,142.29429746
969,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,969,Kingscote,Operational,KGC,,Kangaroo Island,South Australia,4,20121001,,-35.7084881229999,137.521075273
970,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,970,Kingscote,Operational,KGC,,Kangaroo Island,South Australia,4,20121001,,-35.708484735,137.521452514
971,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,971,Kingscote,Operational,KGC,,Kangaroo Island,South Australia,4,20121001,,-35.708625387,137.522358436
972,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,972,Kingscote,Operational,KGC,,Kangaroo Island,South Australia,4,20121001,,-35.708632735,137.522612436
973,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,973,King Island,Operational,KNS,,King Island,Tasmania,4,20121001,,-39.8798502179999,143.88114733
974,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,974,King Island,Operational,KNS,,King Island,Tasmania,4,20121001,,-39.879866733,143.881444596
975,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,975,King Island,Operational,KNS,,King Island,Tasmania,4,20121001,,-39.880048395,143.882150604
976,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,976,King Island,Operational,KNS,,King Island,Tasmania,4,20121001,,-39.880151613,143.88229098
977,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,977,King Island,Operational,KNS,,King Island,Tasmania,4,20121001,,-39.8803993349999,143.882617147
978,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,978,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.7832382779999,128.709972115
979,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,979,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.7832525549999,128.710428971
980,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,980,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.784301897,128.713626967
981,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,981,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.784309035,128.71387681
982,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,982,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.784473218,128.714719139
983,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,983,Kununurra,Operational,KNX,,Kununurra,Western Australia,5,20121001,,-15.7845446019999,128.715261656
984,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,984,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2115168519999,146.473333957
985,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,985,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.21183094,146.473747984
986,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,986,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212368699,146.474038278
987,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,987,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2124924309999,146.474190563
988,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,988,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2126066449999,146.474333331
989,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,989,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212730377,146.474490375
990,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,990,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212359181,146.474599831
991,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,991,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2124781539999,146.474742598
992,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,992,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212701823,146.47504241
993,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,993,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212820796,146.475499267
994,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,994,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2125923679999,146.475194696
995,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,995,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212482913,146.475047169
996,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,996,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212359181,146.474899643
997,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,997,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2122354489999,146.474747357
998,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,998,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212359181,146.475504026
999,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,999,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2121831009999,146.475285115
1000,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1000,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2120546099999,146.475104276
1001,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1001,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.211945155,146.474975785
1002,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1002,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.211778592,146.474752116
1003,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1003,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.21165486,146.47460459
1004,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1004,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.211564441,146.474476099
1005,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1005,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.211445468,146.474333331
1006,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1006,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2111932449999,146.474100144
1007,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1007,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.211036201,146.473971653
1008,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1008,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.210032068,146.475951365
1009,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1009,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2102604959999,146.476251177
1010,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1010,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.210350916,146.476650926
1011,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1011,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.209855988,146.476674721
1012,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1012,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.209556176,146.476346355
1013,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1013,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2131063319999,146.472553494
1014,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1014,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.2124781539999,146.472629637
1015,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1015,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212316351,146.472425003
1016,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1016,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.214529249,146.468993821
1017,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1017,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.214291303,146.468960508
1018,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1018,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.212830314,146.470359631
1019,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1019,Latrobe Valley,Operational,LTB,,Morwell,Victoria,4,20121001,,-38.213372831,146.469650552
1020,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1020,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.4512834289999,147.980038891
1021,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1021,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.451567401,147.980162194
1022,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1022,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.451743015,147.980098674
1023,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1023,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.4519784129999,147.980005262
1024,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1024,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.45165334,147.980446166
1025,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1025,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.4515375089999,147.980872124
1026,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1026,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.451817744,147.980969272
1027,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1027,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.452026987,147.980898279
1028,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,1028,Lightning Ridge,Operational,LHG,,Lightning Ridge,New South Wales,4,20121001,,-29.4522810669999,147.980872124
